instance,budget,policy,mean_gap,oracle_gap,regret,winner
drayage-25-23,900,greedy_score,0.04226502243825173,0.027467966459923568,0.014797055978328165,learned_portfolio
drayage-25-23,900,random_uniform,0.03796531374369779,0.027467966459923568,0.010497347283774223,learned_portfolio
drayage-25-23,900,best_estimate,0.03433136192676051,0.027467966459923568,0.006863395466836945,learned_portfolio
drayage-25-23,900,boltzmann_adaptive,0.04409244084522834,0.027467966459923568,0.016624474385304774,learned_portfolio
drayage-25-23,900,safeguarded_hybrid,0.0279162140651765,0.027467966459923568,0.0004482476052529334,learned_portfolio
drayage-25-23,900,budgeted_portfolio,0.03433136192676051,0.027467966459923568,0.006863395466836945,learned_portfolio
drayage-25-23,900,instance_aware_portfolio,0.03433136192676051,0.027467966459923568,0.006863395466836945,learned_portfolio
drayage-25-23,900,multi_feature_portfolio,0.03433136192676051,0.027467966459923568,0.006863395466836945,learned_portfolio
drayage-25-23,900,learned_portfolio,0.027467966459923568,0.027467966459923568,0.0,learned_portfolio
irp,10,best_bound,0.002952915725110949,0.000571024605796552,0.002381891119314397,random_uniform
irp,10,depth_first,0.002952915725110949,0.000571024605796552,0.002381891119314397,random_uniform
irp,10,hybrid_best_bound_depth,0.002952915725110949,0.000571024605796552,0.002381891119314397,random_uniform
irp,10,greedy_score,0.002952915725110949,0.000571024605796552,0.002381891119314397,random_uniform
irp,10,random_uniform,0.000571024605796552,0.000571024605796552,0.0,random_uniform
irp,10,best_estimate,0.0026659892021689423,0.000571024605796552,0.00209496459637239,random_uniform
irp,10,boltzmann_adaptive,0.00504406349562603,0.000571024605796552,0.004473038889829479,random_uniform
irp,10,safeguarded_hybrid,0.005619992752007571,0.000571024605796552,0.005048968146211019,random_uniform
irp,10,budgeted_portfolio,0.00504406349562603,0.000571024605796552,0.004473038889829479,random_uniform
irp,10,instance_aware_portfolio,0.00504406349562603,0.000571024605796552,0.004473038889829479,random_uniform
irp,10,multi_feature_portfolio,0.00504406349562603,0.000571024605796552,0.004473038889829479,random_uniform
irp,10,learned_portfolio,0.006078507023570684,0.000571024605796552,0.005507482417774132,random_uniform
irp,60,best_bound,0.002952915725110949,5.2635029959614115e-05,0.002900280695151335,random_uniform
irp,60,depth_first,0.002952915725110949,5.2635029959614115e-05,0.002900280695151335,random_uniform
irp,60,hybrid_best_bound_depth,0.002952915725110949,5.2635029959614115e-05,0.002900280695151335,random_uniform
irp,60,greedy_score,0.002952915725110949,5.2635029959614115e-05,0.002900280695151335,random_uniform
irp,60,random_uniform,5.2635029959614115e-05,5.2635029959614115e-05,0.0,random_uniform
irp,60,best_estimate,0.002665989202168892,5.2635029959614115e-05,0.0026133541722092777,random_uniform
irp,60,boltzmann_adaptive,0.005953751491367631,5.2635029959614115e-05,0.0059011164614080165,random_uniform
irp,60,safeguarded_hybrid,0.004213271416541413,5.2635029959614115e-05,0.004160636386581798,random_uniform
irp,60,budgeted_portfolio,0.005953751491367631,5.2635029959614115e-05,0.0059011164614080165,random_uniform
irp,60,instance_aware_portfolio,0.005953751491367631,5.2635029959614115e-05,0.0059011164614080165,random_uniform
irp,60,multi_feature_portfolio,0.005953751491367631,5.2635029959614115e-05,0.0059011164614080165,random_uniform
irp,60,learned_portfolio,0.005161117993918077,5.2635029959614115e-05,0.005108482963958463,random_uniform
irp,300,best_bound,0.002952915725110949,8.607858489826255e-05,0.0028668371402126866,random_uniform
irp,300,depth_first,0.002952915725110949,8.607858489826255e-05,0.0028668371402126866,random_uniform
irp,300,hybrid_best_bound_depth,0.002952915725110949,8.607858489826255e-05,0.0028668371402126866,random_uniform
irp,300,greedy_score,0.002952915725110949,8.607858489826255e-05,0.0028668371402126866,random_uniform
irp,300,random_uniform,8.607858489826255e-05,8.607858489826255e-05,0.0,random_uniform
irp,300,best_estimate,0.0026659892021689423,8.607858489826255e-05,0.00257991061727068,random_uniform
irp,300,boltzmann_adaptive,0.004257546947378762,8.607858489826255e-05,0.0041714683624805,random_uniform
irp,300,safeguarded_hybrid,0.005161117993918077,8.607858489826255e-05,0.0050750394090198145,random_uniform
irp,300,budgeted_portfolio,0.0026659892021689423,8.607858489826255e-05,0.00257991061727068,random_uniform
irp,300,instance_aware_portfolio,0.0026659892021689423,8.607858489826255e-05,0.00257991061727068,random_uniform
irp,300,multi_feature_portfolio,0.0026659892021689423,8.607858489826255e-05,0.00257991061727068,random_uniform
irp,300,learned_portfolio,0.005161117993918077,8.607858489826255e-05,0.0050750394090198145,random_uniform
irp,900,best_bound,0.002952915725110949,5.2635029959614115e-05,0.002900280695151335,random_uniform
irp,900,depth_first,0.002952915725110949,5.2635029959614115e-05,0.002900280695151335,random_uniform
irp,900,hybrid_best_bound_depth,0.002952915725110949,5.2635029959614115e-05,0.002900280695151335,random_uniform
irp,900,greedy_score,0.002952915725110949,5.2635029959614115e-05,0.002900280695151335,random_uniform
irp,900,random_uniform,5.2635029959614115e-05,5.2635029959614115e-05,0.0,random_uniform
irp,900,best_estimate,0.002665989202168992,5.2635029959614115e-05,0.002613354172209378,random_uniform
irp,900,boltzmann_adaptive,0.0006734413773558148,5.2635029959614115e-05,0.0006208063473962007,random_uniform
irp,900,safeguarded_hybrid,0.001102446742734302,5.2635029959614115e-05,0.001049811712774688,random_uniform
irp,900,budgeted_portfolio,0.002665989202168992,5.2635029959614115e-05,0.002613354172209378,random_uniform
irp,900,instance_aware_portfolio,0.002665989202168992,5.2635029959614115e-05,0.002613354172209378,random_uniform
irp,900,multi_feature_portfolio,0.002665989202168992,5.2635029959614115e-05,0.002613354172209378,random_uniform
irp,900,learned_portfolio,0.005161117993918077,5.2635029959614115e-05,0.005108482963958463,random_uniform
mcsched,10,best_bound,0.04177185920637242,0.024771171817365305,0.017000687389007115,learned_portfolio
mcsched,10,depth_first,0.04177185920637242,0.024771171817365305,0.017000687389007115,learned_portfolio
